year,id,response
1973,113,Too Much
1973,114,About Right
1973,115,Too Much
1973,116,Too Much
1973,117,Too Little
1973,118,Too Much
1973,119,Too Much
1973,120,Too Little
1973,121,About Right
1973,122,Too Much
1973,123,Too Much
1973,124,Too Little
1973,125,Too Much
1973,126,Too Much
1973,127,Too Much
1973,128,Too Much
1973,129,About Right
1973,130,Too Much
1973,131,Too Much
1973,132,Too Much
1973,133,Too Much
1973,134,Too Little
1973,135,Too Little
1973,136,Too Little
1973,137,Too Much
1973,138,Too Little
1973,139,Too Much
1973,140,About Right
1973,141,About Right
1973,142,Too Much
1973,143,About Right
1973,144,About Right
1973,145,Too Much
1973,146,Too Much
1973,147,Too Much
1973,148,Too Much
1973,149,Too Much
1973,150,Too Much
1973,151,Too Little
1973,152,Too Much
1973,153,Too Much
1973,154,Too Much
1973,155,Too Little
1973,156,Too Much
1973,157,About Right
1973,158,About Right
1973,159,Too Little
1973,160,About Right
1973,161,Too Much
1973,163,Too Much
1973,164,Too Much
1973,165,About Right
1973,166,Too Much
1973,167,About Right
1973,168,Too Much
1973,169,Too Much
1973,170,Too Much
1973,171,Too Much
1973,172,Too Little
1973,173,About Right
1973,174,Too Little
1973,175,About Right
1973,176,About Right
1973,177,About Right
1973,178,Too Much
1973,179,About Right
1973,181,About Right
1973,183,Too Much
1973,184,About Right
1973,185,Too Much
1973,186,About Right
1973,187,Too Much
1973,188,Too Much
1973,189,Too Much
1973,190,Too Much
1973,191,About Right
1973,192,Too Much
1973,193,About Right
1973,195,Too Much
1973,196,About Right
1973,197,Too Much
1973,198,Too Much
1973,199,Too Much
1973,201,About Right
1973,202,Too Much
1973,203,Too Much
1973,204,Too Much
1973,205,About Right
1973,206,About Right
1973,207,Too Much
1973,208,About Right
1973,209,Too Much
1973,210,Too Much
1973,211,Too Much
1973,212,Too Much
1973,213,Too Much
1973,214,About Right
1973,215,Too Little
1973,216,Too Much
1973,217,Too Much
1973,218,About Right
1973,219,Too Much
1973,220,Too Much
1973,221,Too Little
1973,222,Too Much
1973,223,Too Little
1973,224,About Right
1973,225,Too Little
1973,226,Too Little
1973,228,Too Much
1973,229,Too Much
1973,230,Too Much
1973,231,Too Much
1973,232,Too Much
1973,233,Too Much
1973,234,Too Much
1973,235,Too Little
1973,236,Too Much
1973,237,Too Little
1973,238,Too Little
1973,239,Too Much
1973,240,About Right
1973,241,Too Much
1973,242,Too Little
1973,244,Too Little
1973,247,Too Much
1973,248,Too Little
1973,249,Too Little
1973,250,Too Much
1973,251,Too Much
1973,252,Too Much
1973,253,Too Much
1973,254,About Right
1973,255,About Right
1973,256,Too Much
1973,257,Too Much
1973,258,Too Much
1973,259,Too Much
1973,260,Too Much
1973,261,About Right
1973,262,Too Much
1973,263,Too Much
1973,264,About Right
1973,265,Too Much
1973,266,Too Much
1973,267,Too Much
1973,268,Too Much
1973,269,Too Much
1973,270,Too Much
1973,271,Too Much
1973,272,About Right
1973,273,Too Much
1973,274,About Right
1973,275,About Right
1973,276,Too Much
1973,277,About Right
1973,278,Too Much
1973,279,Too Much
1973,280,About Right
1973,281,Too Much
1973,282,Too Much
1973,283,Too Much
1973,284,About Right
1973,285,Too Little
1973,286,Too Little
1973,287,About Right
1973,288,About Right
1973,289,Too Much
1973,290,Too Much
1973,291,Too Little
1973,292,Too Much
1973,293,Too Much
1973,294,Too Much
1973,295,Too Much
1973,296,Too Much
1973,297,Too Much
1973,298,Too Much
1973,299,About Right
1973,300,About Right
1973,301,Too Much
1973,302,Too Little
1973,304,Too Much
1973,305,Too Much
1973,306,About Right
1973,307,Too Much
1973,308,Too Much
1973,309,Too Much
1973,310,Too Much
1973,311,About Right
1973,312,Too Little
1973,313,Too Much
1973,314,Too Much
1973,315,Too Much
1973,316,Too Much
1973,317,Too Much
1973,318,Too Much
1973,319,About Right
1973,320,Too Much
1973,321,About Right
1973,322,Too Much
1973,323,Too Much
1973,324,Too Much
1973,325,About Right
1973,326,About Right
1973,327,Too Little
1973,328,About Right
1973,330,Too Much
1973,332,Too Much
1973,333,Too Little
1973,334,About Right
1973,335,Too Much
1973,336,About Right
1973,337,Too Much
1973,339,Too Little
1973,340,Too Much
1973,341,Too Little
1973,342,About Right
1973,343,Too Much
1973,344,About Right
1973,345,Too Much
1973,346,Too Much
1973,347,Too Much
1973,348,Too Much
1973,349,Too Much
1973,350,Too Much
1973,352,Too Little
1973,353,Too Much
1973,354,Too Much
1973,355,Too Much
1973,356,Too Much
1973,357,Too Much
1973,358,Too Much
1973,359,About Right
1973,360,Too Much
1973,361,Too Much
1973,362,Too Much
1973,363,Too Little
1973,364,About Right
1973,365,Too Much
1973,366,Too Much
1973,367,Too Little
1973,368,Too Much
1973,369,Too Much
1973,370,Too Much
1973,371,About Right
1973,372,Too Much
1973,373,About Right
1973,374,Too Little
1973,375,Too Much
1973,376,About Right
1973,377,About Right
1973,378,Too Much
1973,379,Too Much
1973,380,About Right
1973,381,Too Much
1973,382,Too Much
1973,383,Too Much
1973,384,Too Much
1973,385,Too Much
1973,386,Too Little
1973,387,Too Much
1973,388,Too Little
1973,389,About Right
1973,391,Too Much
1973,392,Too Much
1973,393,Too Much
1973,394,About Right
1973,395,About Right
1973,396,About Right
1973,397,Too Little
1973,398,Too Much
1973,399,About Right
1973,400,About Right
1973,401,Too Much
1973,402,About Right
1973,403,Too Little
1973,404,About Right
1973,405,Too Much
1973,406,About Right
1973,407,Too Much
1973,408,About Right
1973,409,Too Much
1973,410,Too Much
1973,411,Too Much
1973,412,Too Little
1973,413,Too Much
1973,414,Too Much
1973,415,Too Much
1973,416,Too Little
1973,417,Too Little
1973,418,Too Much
1973,419,Too Much
1973,420,Too Much
1973,421,Too Little
1973,422,Too Much
1973,423,About Right
1973,424,About Right
1973,425,About Right
1973,426,Too Little
1973,427,About Right
1973,428,Too Little
1973,429,Too Much
1973,430,About Right
1973,431,Too Much
1973,432,Too Much
1973,433,Too Little
1973,434,About Right
1973,435,About Right
1973,436,Too Much
1973,437,About Right
1973,438,Too Little
1973,439,About Right
1973,440,About Right
1973,441,Too Much
1973,442,Too Much
1973,443,About Right
1973,444,Too Much
1973,445,Too Much
1973,446,Too Little
1973,447,Too Much
1973,448,Too Little
1973,449,About Right
1973,450,About Right
1973,451,Too Little
1973,452,About Right
1973,453,About Right
1973,454,Too Little
1973,455,Too Little
1973,456,About Right
1973,457,Too Little
1973,458,About Right
1973,459,About Right
1973,460,Too Much
1973,461,Too Much
1973,462,About Right
1973,463,Too Much
1973,464,About Right
1973,465,About Right
1973,466,Too Much
1973,467,About Right
1973,468,Too Little
1973,469,About Right
1973,470,About Right
1973,471,About Right
1973,472,Too Much
1973,473,Too Much
1973,474,Too Little
1973,475,About Right
1973,476,Too Much
1973,477,Too Little
1973,478,Too Little
1973,479,Too Much
1973,480,Too Little
1973,481,Too Much
1973,482,Too Much
1973,483,Too Much
1973,484,Too Much
1973,485,Too Much
1973,486,Too Much
1973,487,About Right
1973,489,Too Little
1973,490,Too Little
1973,491,Too Little
1973,492,Too Little
1973,493,Too Little
1973,494,Too Little
1973,495,About Right
1973,496,Too Much
1973,497,Too Much
1973,498,Too Much
1973,499,Too Much
1973,500,Too Much
1973,502,Too Much
1973,503,Too Much
1973,504,Too Much
1973,505,Too Little
1973,506,Too Much
1973,507,Too Much
1973,508,Too Little
1973,509,Too Much
1973,510,Too Much
1973,511,Too Much
1973,513,Too Much
1973,514,About Right
1973,515,Too Little
1973,516,About Right
1973,517,Too Little
1973,518,Too Little
1973,520,Too Much
1973,521,Too Much
1973,522,Too Much
1973,523,Too Much
1973,524,Too Much
1973,525,About Right
1973,526,About Right
1973,527,About Right
1973,528,Too Much
1973,529,Too Little
1973,530,Too Much
1973,531,About Right
1973,533,Too Much
1973,534,Too Much
1973,535,Too Much
1973,536,Too Much
1973,537,Too Much
1973,538,About Right
1973,539,About Right
1973,540,Too Much
1973,541,About Right
1973,542,Too Much
1973,543,Too Much
1973,544,Too Much
1973,545,Too Much
1973,546,Too Little
1973,547,Too Much
1973,548,Too Much
1973,549,About Right
1973,550,Too Much
1973,551,Too Much
1973,552,About Right
1973,553,About Right
1973,554,Too Much
1973,555,About Right
1973,556,About Right
1973,557,Too Much
1973,558,Too Much
1973,559,Too Little
1973,560,Too Much
1973,561,About Right
1973,562,Too Little
1973,563,Too Little
1973,564,Too Little
1973,565,Too Much
1973,566,Too Little
1973,567,Too Much
1973,568,About Right
1973,569,Too Much
1973,570,Too Much
1973,571,Too Much
1973,572,About Right
1973,573,Too Much
1973,574,Too Little
1973,575,Too Little
1973,576,About Right
1973,577,About Right
1973,578,Too Much
1973,579,About Right
1973,580,Too Much
1973,581,Too Much
1973,582,Too Much
1973,583,About Right
1973,584,About Right
1973,585,Too Much
1973,586,Too Much
1973,587,Too Much
1973,588,Too Much
1973,589,Too Much
1973,591,About Right
1973,592,Too Much
1973,593,Too Much
1973,594,About Right
1973,595,About Right
1973,596,About Right
1973,597,Too Much
1973,598,Too Much
1973,599,Too Much
1973,600,Too Much
1973,601,Too Little
1973,602,Too Much
1973,603,About Right
1973,604,About Right
1973,605,Too Much
1973,606,Too Much
1973,607,Too Much
1973,608,Too Much
1973,609,Too Little
1973,610,Too Much
1973,611,Too Little
1973,612,About Right
1973,613,Too Much
1973,614,Too Little
1973,615,About Right
1973,616,Too Much
1973,617,About Right
1973,618,Too Much
1973,619,Too Much
1973,620,Too Much
1973,621,Too Much
1973,622,About Right
1973,623,Too Much
1973,624,Too Much
1973,625,Too Much
1973,626,Too Little
1973,627,About Right
1973,628,Too Much
1973,629,Too Much
1973,630,About Right
1973,631,Too Little
1973,632,Too Little
1973,633,Too Much
1973,634,Too Little
1973,635,About Right
1973,636,Too Much
1973,637,Too Little
1973,638,Too Much
1973,639,Too Much
1973,640,Too Much
1973,641,About Right
1973,642,Too Little
1973,643,Too Much
1973,644,About Right
1973,645,Too Much
1973,646,Too Much
1973,647,Too Little
1973,648,About Right
1973,649,Too Much
1973,650,Too Much
1973,651,Too Much
1973,652,Too Much
1973,655,About Right
1973,656,Too Much
1973,657,Too Much
1973,658,Too Much
1973,659,Too Much
1973,660,Too Much
1973,661,About Right
1973,662,Too Much
1973,663,Too Much
1973,664,About Right
1973,665,Too Much
1973,666,About Right
1973,667,About Right
1973,669,About Right
1973,670,About Right
1973,672,About Right
1973,673,Too Little
1973,674,Too Much
1973,675,Too Much
1973,676,Too Much
1973,677,Too Much
1973,678,Too Much
1973,679,Too Much
1973,680,Too Much
1973,681,Too Much
1973,682,Too Much
1973,683,Too Much
1973,684,Too Much
1973,685,Too Little
1973,686,Too Much
1973,687,About Right
1973,688,Too Much
1973,689,Too Much
1973,690,Too Much
1973,691,About Right
1973,692,Too Little
1973,693,About Right
1973,694,Too Much
1973,695,Too Much
1973,696,Too Little
1973,697,Too Much
1973,698,Too Little
1973,699,Too Much
1973,700,About Right
1973,701,About Right
1973,702,Too Much
1973,703,About Right
1973,704,Too Much
1973,705,About Right
1973,706,Too Little
1973,707,Too Much
1973,708,Too Little
1973,709,Too Much
1973,710,Too Much
1973,711,Too Much
1973,712,Too Much
1973,713,About Right
1973,714,About Right
1973,715,About Right
1973,716,About Right
1973,717,Too Much
1973,718,About Right
1973,719,Too Little
1973,720,Too Little
1973,721,About Right
1973,722,Too Little
1973,723,Too Much
1973,724,Too Much
1973,725,Too Much
1973,726,Too Much
1973,727,Too Much
1973,728,Too Little
1973,729,Too Much
1973,730,Too Little
1973,731,Too Little
1973,732,Too Little
1973,733,Too Little
1973,734,Too Little
1973,735,Too Little
1973,736,About Right
1973,737,Too Little
1973,738,About Right
1973,739,About Right
1973,740,Too Little
1973,741,About Right
1973,742,Too Much
1973,743,Too Little
1973,744,Too Little
1973,745,Too Much
1973,746,Too Much
1973,747,Too Much
1973,748,About Right
1973,749,Too Little
1973,750,Too Much
1973,751,About Right
1973,752,About Right
1973,753,Too Little
1973,754,Too Much
1973,755,Too Little
1973,756,About Right
1973,757,Too Little
1973,758,About Right
1973,759,Too Much
1973,760,Too Much
1973,761,Too Much
1973,762,Too Much
1973,763,Too Much
1973,764,Too Much
1973,765,Too Little
1973,766,Too Much
1973,767,Too Much
1973,768,About Right
1973,769,Too Little
1973,770,Too Much
1973,771,About Right
1973,772,Too Little
1973,773,Too Much
1973,774,Too Little
1973,775,Too Little
1973,776,Too Much
1973,777,Too Little
1973,778,Too Little
1973,779,Too Little
1973,780,Too Little
1973,781,Too Much
1973,782,Too Much
1973,783,Too Little
1973,784,Too Little
1973,785,Too Much
1973,787,Too Little
1973,788,About Right
1973,789,Too Much
1973,790,Too Much
1973,791,Too Much
1973,792,About Right
1973,793,About Right
1973,794,Too Much
1973,795,About Right
1973,797,Too Little
1973,798,Too Little
1973,799,Too Much
1973,800,Too Little
1973,801,Too Much
1973,802,Too Much
1973,803,Too Little
1973,804,About Right
1973,805,About Right
1973,806,Too Little
1973,807,Too Little
1973,808,Too Much
1973,812,Too Much
1973,813,Too Much
1973,814,Too Much
1973,815,About Right
1973,816,Too Little
1973,817,Too Little
1973,818,Too Much
1973,819,Too Much
1973,820,Too Much
1973,821,Too Little
1973,822,Too Much
1973,823,Too Much
1973,824,Too Much
1973,825,Too Much
1973,826,Too Much
1973,827,Too Much
1973,828,Too Much
1973,829,Too Much
1973,830,Too Much
1973,831,Too Much
1973,832,Too Much
1973,833,About Right
1973,834,Too Much
1973,835,Too Much
1973,836,About Right
1973,837,About Right
1973,838,About Right
1973,839,Too Little
1973,840,Too Much
1973,841,Too Much
1973,842,Too Much
1973,843,Too Much
1973,844,Too Much
1973,845,Too Little
1973,846,Too Much
1973,847,Too Much
1973,849,Too Little
1973,850,About Right
1973,851,Too Little
1973,852,Too Little
1973,854,Too Little
1973,855,Too Little
1973,856,Too Much
1973,857,Too Much
1973,858,Too Much
1973,859,About Right
1973,860,Too Much
1973,861,Too Much
1973,862,Too Much
1973,863,Too Much
1973,864,About Right
1973,865,Too Much
1973,866,Too Much
1973,867,Too Much
1973,868,Too Much
1973,869,Too Much
1973,870,Too Much
1973,871,Too Much
1973,873,About Right
1973,874,About Right
1973,875,Too Little
1973,876,Too Little
1973,877,About Right
1973,879,About Right
1973,880,Too Little
1973,881,Too Little
1973,882,About Right
1973,883,About Right
1973,884,Too Little
1973,885,About Right
1973,886,Too Little
1973,887,Too Much
1973,888,Too Much
1973,889,About Right
1973,890,About Right
1973,891,Too Much
1973,892,Too Much
1973,893,Too Little
1973,894,Too Much
1973,896,Too Little
1973,897,Too Little
1973,898,About Right
1973,899,Too Much
1973,900,Too Much
1973,901,About Right
1973,902,Too Little
1973,903,About Right
1973,905,About Right
1973,906,About Right
1973,907,About Right
1973,908,Too Much
1973,909,Too Much
1973,910,Too Much
1973,911,About Right
1973,912,About Right
1973,913,About Right
1973,914,About Right
1973,916,About Right
1973,917,Too Much
1973,918,About Right
1973,919,Too Much
1973,920,About Right
1973,921,Too Much
1973,922,Too Much
1973,923,Too Much
1973,924,Too Much
1973,925,Too Much
1973,926,About Right
1973,927,Too Much
1973,928,About Right
1973,929,Too Much
1973,930,Too Much
1973,931,Too Little
1973,932,About Right
1973,933,Too Little
1973,934,Too Much
1973,935,About Right
1973,936,About Right
1973,937,Too Much
1973,939,About Right
1973,940,Too Much
1973,941,About Right
1973,943,Too Much
1973,944,About Right
1973,945,Too Much
1973,947,About Right
1973,948,Too Much
1973,949,Too Much
1973,950,Too Much
1973,951,Too Much
1973,952,About Right
1973,953,Too Little
1973,954,Too Much
1973,955,Too Much
1973,956,Too Much
1973,957,Too Little
1973,958,About Right
1973,959,Too Much
1973,960,Too Much
1973,961,Too Little
1973,962,Too Much
1973,963,Too Much
1973,964,Too Little
1973,965,About Right
1973,966,Too Much
1973,967,Too Little
1973,968,Too Much
1973,969,Too Little
1973,970,About Right
1973,971,Too Much
1973,973,Too Little
1973,974,Too Much
1973,975,Too Much
1973,976,About Right
1973,977,Too Much
1973,978,About Right
1973,979,Too Much
1973,980,Too Little
1973,981,Too Little
1973,982,Too Little
1973,983,Too Little
1973,984,Too Much
1973,985,Too Much
1973,986,Too Much
1973,987,Too Much
1973,990,Too Much
1973,991,Too Much
1973,992,Too Much
1973,993,Too Little
1973,994,Too Little
1973,995,About Right
1973,996,Too Little
1973,997,Too Much
1973,998,Too Little
1973,999,Too Much
1973,1000,Too Little
1973,1001,Too Little
1973,1002,Too Much
1973,1003,Too Much
1973,1004,Too Much
1973,1005,Too Much
1973,1006,Too Much
1973,1007,Too Much
1973,1008,Too Much
1973,1009,Too Much
1973,1010,Too Much
1973,1011,Too Much
1973,1012,About Right
1973,1013,Too Much
1973,1014,Too Much
1973,1015,About Right
1973,1016,About Right
1973,1017,About Right
1973,1018,About Right
1973,1020,Too Much
1973,1021,Too Much
1973,1022,Too Little
1973,1024,Too Little
1973,1025,Too Much
1973,1026,About Right
1973,1027,Too Much
1973,1028,About Right
1973,1029,Too Much
1973,1030,Too Much
1973,1031,Too Much
1973,1032,Too Little
1973,1033,Too Much
1973,1034,About Right
1973,1035,Too Much
1973,1036,Too Much
1973,1037,Too Little
1973,1038,Too Much
1973,1039,Too Much
1973,1040,About Right
1973,1041,Too Much
1973,1042,About Right
1973,1043,About Right
1973,1044,Too Much
1973,1045,Too Much
1973,1046,Too Much
1973,1047,Too Much
1973,1048,Too Much
1973,1049,Too Little
1973,1050,Too Much
1973,1051,Too Much
1973,1052,About Right
1973,1053,Too Much
1973,1054,Too Little
1973,1055,Too Little
1973,1056,Too Little
1973,1057,Too Much
1973,1058,Too Much
1973,1059,About Right
1973,1060,Too Much
1973,1061,Too Much
1973,1062,Too Much
1973,1063,Too Much
1973,1064,Too Much
1973,1065,Too Little
1973,1066,Too Much
1973,1067,About Right
1973,1068,Too Much
1973,1069,About Right
1973,1070,About Right
1973,1071,About Right
1973,1072,Too Much
1973,1073,About Right
1973,1074,About Right
1973,1075,Too Much
1973,1076,About Right
1973,1077,About Right
1973,1078,Too Much
1973,1079,Too Much
1973,1080,About Right
1973,1081,Too Much
1973,1082,Too Much
1973,1083,Too Much
1973,1084,Too Little
1973,1085,Too Little
1973,1086,About Right
1973,1087,Too Little
1973,1088,About Right
1973,1089,About Right
1973,1090,Too Little
1973,1091,About Right
1973,1092,Too Little
1973,1093,About Right
1973,1094,Too Little
1973,1095,About Right
1973,1096,Too Much
1973,1097,Too Much
1973,1098,Too Much
1973,1099,Too Much
1973,1100,Too Much
1973,1101,Too Much
1973,1102,Too Much
1973,1103,Too Little
1973,1104,About Right
1973,1105,Too Much
1973,1106,Too Little
1973,1107,Too Little
1973,1108,About Right
1973,1109,About Right
1973,1110,Too Much
1973,1111,Too Much
1973,1112,Too Much
1973,1114,Too Little
1973,1115,Too Little
1973,1117,Too Little
1973,1118,Too Little
1973,1119,Too Much
1973,1120,Too Much
1973,1121,Too Little
1973,1122,Too Much
1973,1123,Too Much
1973,1124,Too Little
1973,1125,Too Much
1973,1126,Too Much
1973,1127,Too Much
1973,1128,Too Much
1973,1129,Too Much
1973,1130,Too Much
1973,1131,Too Much
1973,1132,About Right
1973,1133,Too Much
1973,1134,Too Much
1973,1135,Too Much
1973,1136,Too Much
1973,1137,Too Much
1973,1138,Too Much
1973,1139,Too Much
1973,1140,Too Much
1973,1141,About Right
1973,1142,Too Much
1973,1143,Too Much
1973,1144,About Right
1973,1145,Too Much
1973,1146,Too Much
1973,1147,Too Much
1973,1148,Too Little
1973,1149,About Right
1973,1150,Too Much
1973,1151,Too Much
1973,1152,About Right
1973,1153,About Right
1973,1154,Too Much
1973,1155,About Right
1973,1156,Too Much
1973,1157,Too Much
1973,1158,About Right
1973,1159,Too Much
1973,1160,Too Much
1973,1161,About Right
1973,1162,About Right
1973,1163,Too Much
1973,1164,Too Much
1973,1165,Too Much
1973,1166,Too Much
1973,1167,Too Much
1973,1168,Too Little
1973,1169,Too Much
1973,1170,Too Much
1973,1171,Too Much
1973,1172,About Right
1973,1173,Too Much
1973,1174,About Right
1973,1175,Too Much
1973,1176,About Right
1973,1177,Too Much
1973,1179,Too Little
1973,1180,Too Much
1973,1181,About Right
1973,1182,About Right
1973,1183,Too Much
1973,1184,Too Much
1973,1185,About Right
1973,1187,Too Much
1973,1188,Too Much
1973,1189,Too Much
1973,1190,Too Much
1973,1191,Too Little
1973,1192,Too Much
1973,1193,Too Much
1973,1194,Too Much
1973,1195,Too Much
1973,1196,Too Much
1973,1197,About Right
1973,1198,Too Little
1973,1199,Too Much
1973,1200,Too Much
1973,1201,Too Much
1973,1202,Too Little
1973,1203,Too Much
1973,1204,Too Much
1973,1205,Too Much
1973,1206,About Right
1973,1207,Too Little
1973,1208,Too Much
1973,1209,Too Little
1973,1210,About Right
1973,1211,Too Much
1973,1212,Too Much
1973,1213,Too Much
1973,1214,About Right
1973,1215,About Right
1973,1216,Too Little
1973,1217,Too Much
1973,1218,Too Much
1973,1219,About Right
1973,1220,Too Much
1973,1221,Too Little
1973,1222,Too Much
1973,1223,Too Much
1973,1224,Too Much
1973,1225,Too Little
1973,1226,About Right
1973,1227,Too Little
1973,1228,Too Much
1973,1229,Too Much
1973,1230,Too Much
1973,1231,Too Much
1973,1232,About Right
1973,1233,Too Much
1973,1234,Too Much
1973,1235,Too Much
1973,1236,Too Much
1973,1238,Too Much
1973,1239,Too Much
1973,1240,Too Much
1973,1241,Too Little
1973,1242,About Right
1973,1243,Too Much
1973,1244,About Right
1973,1245,Too Little
1973,1246,About Right
1973,1247,Too Little
1973,1248,About Right
1973,1249,Too Little
1973,1250,About Right
1973,1251,About Right
1973,1252,Too Little
1973,1253,Too Much
1973,1254,About Right
1973,1255,Too Much
1973,1257,Too Much
1973,1258,About Right
1973,1259,About Right
1973,1261,Too Little
1973,1262,Too Little
1973,1263,Too Little
1973,1264,Too Little
1973,1265,About Right
1973,1266,About Right
1973,1267,Too Much
1973,1268,Too Much
1973,1269,About Right
1973,1270,Too Little
1973,1271,Too Much
1973,1272,Too Much
1973,1273,About Right
1973,1274,Too Much
1973,1275,About Right
1973,1276,Too Much
1973,1277,About Right
1973,1278,Too Much
1973,1279,About Right
1973,1280,Too Much
1973,1281,Too Much
1973,1282,Too Little
1973,1283,Too Much
1973,1284,Too Little
1973,1285,About Right
1973,1286,Too Little
1973,1287,Too Much
1973,1288,About Right
1973,1289,Too Much
1973,1290,About Right
1973,1291,Too Little
1973,1292,About Right
1973,1293,Too Little
1973,1294,Too Much
1973,1295,Too Little
1973,1296,Too Little
1973,1297,About Right
1973,1298,Too Little
1973,1299,Too Little
1973,1300,Too Little
1973,1301,Too Much
1973,1302,Too Little
1973,1303,Too Little
1973,1304,Too Little
1973,1305,Too Much
1973,1307,Too Much
1973,1308,Too Much
1973,1309,Too Much
1973,1310,Too Much
1973,1311,About Right
1973,1312,Too Much
1973,1313,Too Much
1973,1314,Too Much
1973,1315,Too Little
1973,1316,Too Much
1973,1317,About Right
1973,1318,Too Much
1973,1319,Too Little
1973,1321,About Right
1973,1323,Too Much
1973,1324,About Right
1973,1325,Too Much
1973,1326,Too Much
1973,1327,Too Much
1973,1328,Too Little
1973,1329,Too Much
1973,1330,Too Much
1973,1331,Too Much
1973,1332,Too Much
1973,1333,Too Much
1973,1334,About Right
1973,1335,Too Little
1973,1336,Too Much
1973,1337,Too Much
1973,1338,About Right
1973,1339,Too Much
1973,1340,Too Much
1973,1342,Too Little
1973,1343,Too Much
1973,1344,Too Little
1973,1345,Too Much
1973,1346,About Right
1973,1347,Too Much
1973,1348,Too Much
1973,1349,Too Much
1973,1350,Too Much
1973,1351,Too Much
1973,1352,Too Much
1973,1353,Too Much
1973,1354,Too Much
1973,1355,Too Much
1973,1356,About Right
1973,1357,Too Much
1973,1358,Too Much
1973,1359,About Right
1973,1360,Too Little
1973,1362,Too Little
1973,1363,Too Little
1973,1364,Too Little
1973,1365,Too Much
1973,1366,About Right
1973,1367,Too Much
1973,1368,About Right
1973,1369,Too Much
1973,1370,About Right
1973,1371,Too Little
1973,1372,About Right
1973,1373,About Right
1973,1374,Too Much
1973,1375,Too Much
1973,1376,Too Much
1973,1377,Too Much
1973,1378,Too Much
1973,1379,Too Much
1973,1380,About Right
1973,1381,About Right
1973,1382,Too Much
1973,1383,Too Much
1973,1384,Too Much
1973,1385,About Right
1973,1386,Too Much
1973,1387,Too Little
1973,1388,Too Little
1973,1389,Too Little
1973,1390,Too Little
1973,1391,Too Little
1973,1392,Too Little
1973,1393,Too Little
1973,1394,Too Little
1973,1395,Too Little
1973,1396,Too Little
1973,1397,Too Much
1973,1398,Too Little
1973,1399,Too Little
1973,1400,Too Much
1973,1401,Too Much
1973,1402,About Right
1973,1403,Too Little
1973,1404,About Right
1973,1405,Too Little
1973,1406,About Right
1973,1407,About Right
1973,1408,Too Much
1973,1409,Too Much
1973,1410,Too Much
1973,1411,Too Little
1973,1412,About Right
1973,1413,Too Much
1973,1414,Too Much
1973,1416,Too Much
1973,1417,About Right
1973,1418,Too Much
1973,1419,Too Much
1973,1420,About Right
1973,1421,Too Much
1973,1422,Too Much
1973,1423,Too Much
1973,1424,Too Little
1973,1425,Too Much
1973,1426,Too Much
1973,1427,Too Little
1973,1428,About Right
1973,1429,Too Much
1973,1430,Too Much
1973,1431,Too Little
1973,1432,Too Little
1973,1433,Too Much
1973,1434,About Right
1973,1435,Too Much
1973,1436,Too Much
1973,1437,Too Little
1973,1438,Too Much
1973,1439,Too Much
1973,1440,Too Much
1973,1441,Too Much
1973,1442,Too Much
1973,1443,Too Much
1973,1444,About Right
1973,1445,About Right
1973,1446,About Right
1973,1447,Too Much
1973,1448,Too Much
1973,1449,Too Much
1973,1450,About Right
1973,1451,Too Much
1973,1452,Too Much
1973,1453,Too Little
